id	conversation_id	created_at	date	time	timezone	user_id	username	name	place	tweet	language	mentions	urls	photos	replies_count	retweets_count	likes_count	hashtags	cashtags	link	retweet	quote_url	video	thumbnail	near	geo	source	user_rt_id	user_rt	retweet_id	reply_to	retweet_date	translate	trans_src	trans_dest
1390366908906672132	1390366908906672132	2021-05-06 20:04:37 Romance Daylight Time	2021-05-06	20:04:37	+0200	1076110847947300865	lec	LEC		TIME TO DEFEND OUR MSI TITLE  https://t.co/ZGP2yht3nY	en	[]	[]	['https://pbs.twimg.com/media/E0uTRrTWEAI2_nl.jpg']	45	164	7508	[]	[]	https://twitter.com/LEC/status/1390366908906672132	False		1	https://pbs.twimg.com/media/E0uTRrTWEAI2_nl.jpg							[]				
1390365310394449924	1390365310394449924	2021-05-06 19:58:16 Romance Daylight Time	2021-05-06	19:58:16	+0200	1076110847947300865	lec	LEC		Choose your next prediction very carefully now @Vedius	en	[{'screen_name': 'vedius', 'name': 'andy day', 'id': '2403342992'}]	[]	[]	19	28	1891	[]	[]	https://twitter.com/LEC/status/1390365310394449924	False		0								[]				
1390301348617351176	1390290864786784257	2021-05-06 15:44:06 Romance Daylight Time	2021-05-06	15:44:06	+0200	1076110847947300865	lec	LEC		@Vedius don't predict MAD later	en	[]	[]	[]	4	4	694	[]	[]	https://twitter.com/LEC/status/1390301348617351176	False		0								[{'screen_name': 'Vedius', 'name': 'Andy Day', 'id': '2403342992'}]				
1390290864786784257	1390290864786784257	2021-05-06 15:02:27 Romance Daylight Time	2021-05-06	15:02:27	+0200	1076110847947300865	lec	LEC		congrats DWG KIA  https://t.co/TAyEhW8QpF	en	[]	[]	['https://pbs.twimg.com/media/E0tOAJRWUAY5BE1.jpg']	11	65	4117	[]	[]	https://twitter.com/LEC/status/1390290864786784257	False		1	https://pbs.twimg.com/media/E0tOAJRWUAY5BE1.jpg							[]				
1389999824641089546	1389999824641089546	2021-05-05 19:45:57 Romance Daylight Time	2021-05-05	19:45:57	+0200	1076110847947300865	lec	LEC		The #LEC returns on June 11th!   https://t.co/cVq6aOjkaD  https://t.co/Hw0NMuureC	en	[]	['https://lolesports.com/article/lec-returns-on-june-11th/blt203f6396d250306e']	['https://pbs.twimg.com/media/E0pFY0eWEAMiyYq.jpg']	52	234	3593	['lec']	[]	https://twitter.com/LEC/status/1389999824641089546	False		1	https://pbs.twimg.com/media/E0pFY0eWEAMiyYq.jpg							[]				
1389973162255798283	1389973162255798283	2021-05-05 18:00:00 Romance Daylight Time	2021-05-05	18:00:00	+0200	1076110847947300865	lec	LEC		It's Time to #GOMAD at MSI!  https://t.co/EE8vqTqhCE	en	[]	[]	[]	32	223	2949	['gomad']	[]	https://twitter.com/LEC/status/1389973162255798283	False		1	https://pbs.twimg.com/media/E0ogScBXEAgYs7Z.jpg							[]				
1389883074830286852	1389883074830286852	2021-05-05 12:02:02 Romance Daylight Time	2021-05-05	12:02:02	+0200	1076110847947300865	lec	LEC		How does it feel to not play at MSI, Caed...Bwipo? 😬  @Bwipo joins @DanielDrakos &amp; @Caedrel for a special #EUphoria episode to discuss all things #MSI2021   Plus: Bonus Tier List!  📺  https://t.co/enBBdZVhkE  🔊  https://t.co/WjFlRwsyis  https://t.co/OlLqOGup7A	en	[{'screen_name': 'bwipo', 'name': 'bwipo', 'id': '3092505395'}, {'screen_name': 'danieldrakos', 'name': 'daniel drakos', 'id': '1613995831'}, {'screen_name': 'caedrel', 'name': 'marc', 'id': '3300282393'}]	['http://youtu.be/KDgBVrc2lMM', 'http://soundcloud.com/euphorialol/msi-tier-list-episode']	[]	6	21	785	['euphoria', 'msi2021']	[]	https://twitter.com/LEC/status/1389883074830286852	False		1	https://pbs.twimg.com/media/E0nbSg7WUAYBQ8H.jpg							[]				
1389248390735749123	1389248390735749123	2021-05-03 18:00:01 Romance Daylight Time	2021-05-03	18:00:01	+0200	1076110847947300865	lec	LEC		Mark your calendars:  IT'S TIME TO #GOMAD AT #MSI2021  https://t.co/YVPJ4hbPib	en	[]	[]	['https://pbs.twimg.com/media/E0eEFTHXsAQrrQ2.jpg']	25	93	2233	['gomad', 'msi2021']	[]	https://twitter.com/LEC/status/1389248390735749123	False		1	https://pbs.twimg.com/media/E0eEFTHXsAQrrQ2.jpg							[]				
1389223839540916227	1389223835086512128	2021-05-03 16:22:28 Romance Daylight Time	2021-05-03	16:22:28	+0200	1076110847947300865	lec	LEC		More Info:  https://t.co/Fb4YGvEfJt  2/2 @Bwipo  @Caedrel  @DanielDrakos  @Vedius  https://t.co/x0n02TYk8J	en	[{'screen_name': 'bwipo', 'name': 'bwipo', 'id': '3092505395'}, {'screen_name': 'caedrel', 'name': 'marc', 'id': '3300282393'}, {'screen_name': 'danieldrakos', 'name': 'daniel drakos', 'id': '1613995831'}, {'screen_name': 'vedius', 'name': 'andy day', 'id': '2403342992'}]	['https://lolesports.com/article/msi-2021-on-air-talent/blte6415a1134ed3f0f']	['https://pbs.twimg.com/media/E0d-b2yWEAMZykV.jpg']	11	25	1072	[]	[]	https://twitter.com/LEC/status/1389223839540916227	False		1	https://pbs.twimg.com/media/E0d-b2yWEAMZykV.jpg							[]				
1389223835086512128	1389223835086512128	2021-05-03 16:22:27 Romance Daylight Time	2021-05-03	16:22:27	+0200	1076110847947300865	lec	LEC		Meet the #MSI2021 On-Air Talent Team from the #LEC  1/2 @Quickshot  @LaureBuliiV  @endercasts  @MedicCasts  @sjokz  https://t.co/VxL2frPvuf	en	[{'screen_name': 'quickshot', 'name': 'trevor henry', 'id': '143006466'}, {'screen_name': 'laurebuliiv', 'name': 'laure valée', 'id': '2784344028'}, {'screen_name': 'endercasts', 'name': 'ender', 'id': '3010735950'}, {'screen_name': 'mediccasts', 'name': 'medic', 'id': '1678939310'}, {'screen_name': 'sjokz', 'name': 'eefje depoortere', 'id': '96625583'}]	[]	['https://pbs.twimg.com/media/E0d-K8BXsAQVZvN.jpg']	21	36	1447	['msi2021', 'lec']	[]	https://twitter.com/LEC/status/1389223835086512128	False		1	https://pbs.twimg.com/media/E0d-K8BXsAQVZvN.jpg							[]				
1389133874417082368	1389133874417082368	2021-05-03 10:24:59 Romance Daylight Time	2021-05-03	10:24:59	+0200	1076110847947300865	lec	LEC		The #EUphoria Podcast is back for #MSI2021!  Send in your questions about MSI to @DanielDrakos and @Caedrel below, and they might get discussed on the show! 👇  https://t.co/69hiMRr6h8	en	[{'screen_name': 'danieldrakos', 'name': 'daniel drakos', 'id': '1613995831'}, {'screen_name': 'caedrel', 'name': 'marc', 'id': '3300282393'}]	[]	['https://pbs.twimg.com/media/E0cwwadX0AABQhA.jpg']	100	24	1242	['euphoria', 'msi2021']	[]	https://twitter.com/LEC/status/1389133874417082368	False		1	https://pbs.twimg.com/media/E0cwwadX0AABQhA.jpg							[]				
1387470341799297024	1387469949015318528	2021-04-28 20:14:42 Romance Daylight Time	2021-04-28	20:14:42	+0200	1076110847947300865	lec	LEC		@lolesports first try obv  https://t.co/j6plDk6bw4	en	[]	[]	['https://pbs.twimg.com/media/E0FI2QlX0AgegnA.png']	5	5	642	[]	[]	https://twitter.com/LEC/status/1387470341799297024	False		1	https://pbs.twimg.com/media/E0FI2QlX0AgegnA.png							[{'screen_name': 'lolesports', 'name': 'LoL Esports', 'id': '614754689'}]				
1392781792156000263	1392781792156000263	2021-05-13 12:00:30 Romance Daylight Time	2021-05-13	12:00:30	+0200	1076110847947300865	lec	LEC		Canyon = Best Player in the World?  In the newest episode of the #EUphoria Podcast @DanielDrakos &amp; @Caedrel review the #MSI2021 Group Stage and pick their MVPs. Featuring a special @KaiserLoL interview by @LaureBuliiV!  📺  https://t.co/Iu1FKoKx4v  🔊  https://t.co/NauPNOV6GT  https://t.co/63ZwYsO10X	en	[{'screen_name': 'danieldrakos', 'name': 'daniel drakos', 'id': '1613995831'}, {'screen_name': 'caedrel', 'name': 'marc', 'id': '3300282393'}, {'screen_name': 'kaiserlol', 'name': 'kaiser', 'id': '1001904657332080640'}, {'screen_name': 'laurebuliiv', 'name': 'laure valée', 'id': '2784344028'}]	['https://youtu.be/iZ49DejBmnE', 'https://soundcloud.com/euphorialol/group-stage-mvps-ft-kaiser-euphoria-2021-msi-special-ep2']	[]	11	4	168	['euphoria', 'msi2021']	[]	https://twitter.com/LEC/status/1392781792156000263	False		1	https://pbs.twimg.com/media/E1Qm9mVWQAEHfH8.jpg							[]				
1392502258479378433	1392494785819136002	2021-05-12 17:29:44 Romance Daylight Time	2021-05-12	17:29:44	+0200	1076110847947300865	lec	LEC		@lplenglish @MADLions_LoLEN u don't know this guy yet tho 🍐  https://t.co/rAEUCMUtvH	en	[]	[]	['https://pbs.twimg.com/media/E1MpQkUXsAAcp5w.jpg', 'https://pbs.twimg.com/media/E1MpRWBXIAUgTw0.jpg', 'https://pbs.twimg.com/media/E1MpRxCXEAk7hK1.png', 'https://pbs.twimg.com/media/E1MpSTQWYAESeci.jpg']	3	16	974	[]	[]	https://twitter.com/LEC/status/1392502258479378433	False		1	https://pbs.twimg.com/media/E1MpQkUXsAAcp5w.jpg							[{'screen_name': 'lplenglish', 'name': 'LPL', 'id': '944091487817539584'}, {'screen_name': 'MADLions_LoLEN', 'name': 'MAD Lions LoL English', 'id': '3400769271'}]				
1391829481954988034	1391829481954988034	2021-05-10 20:56:22 Romance Daylight Time	2021-05-10	20:56:22	+0200	1076110847947300865	lec	LEC		we did it  https://t.co/43C7vwphAN	en	[]	[]	['https://pbs.twimg.com/media/E1DFYo-WQAginQw.jpg']	18	91	3686	[]	[]	https://twitter.com/LEC/status/1391829481954988034	False	https://twitter.com/LEC/status/1390719356594757635	1	https://pbs.twimg.com/media/E1DFYo-WQAginQw.jpg							[]				
1391798752449634305	1391798752449634305	2021-05-10 18:54:15 Romance Daylight Time	2021-05-10	18:54:15	+0200	1076110847947300865	lec	LEC		gladlions.png  https://t.co/hSzyRw997t	en	[]	[]	['https://pbs.twimg.com/media/E1CpF64WYAYdYYG.jpg']	23	125	3724	[]	[]	https://twitter.com/LEC/status/1391798752449634305	False		1	https://pbs.twimg.com/media/E1CpF64WYAYdYYG.jpg							[]				
1391768661204127745	1391768661204127745	2021-05-10 16:54:41 Romance Daylight Time	2021-05-10	16:54:41	+0200	1076110847947300865	lec	LEC		this bwipo guy surely knows a lot about jungling	en	[]	[]	[]	40	87	6177	[]	[]	https://twitter.com/LEC/status/1391768661204127745	False		0								[]				
1391734736612167680	1391734736612167680	2021-05-10 14:39:53 Romance Daylight Time	2021-05-10	14:39:53	+0200	1076110847947300865	lec	LEC		good day to go 6-0  https://t.co/NhDnyO4VLI	en	[]	[]	['https://pbs.twimg.com/media/E1BvPUEWQAcY7xj.jpg']	86	32	3826	[]	[]	https://twitter.com/LEC/status/1391734736612167680	False		1	https://pbs.twimg.com/media/E1BvPUEWQAcY7xj.jpg							[]				
1391733959466291201	1391732252783091712	2021-05-10 14:36:47 Romance Daylight Time	2021-05-10	14:36:47	+0200	1076110847947300865	lec	LEC		@LCK_Global  https://t.co/ShvSTvaplD	und	[]	[]	['https://pbs.twimg.com/media/E1BuprKWQAIEXz2.png']	2	1	140	[]	[]	https://twitter.com/LEC/status/1391733959466291201	False		1	https://pbs.twimg.com/media/E1BuprKWQAIEXz2.png							[]				
1391398799579484167	1391394725765292036	2021-05-09 16:24:59 Romance Daylight Time	2021-05-09	16:24:59	+0200	1076110847947300865	lec	LEC		@endercasts @lolesports  https://t.co/TEr9zOprTK	und	[]	[]	['https://pbs.twimg.com/media/E089y-zXEAM26If.jpg']	10	7	807	[]	[]	https://twitter.com/LEC/status/1391398799579484167	False		1	https://pbs.twimg.com/media/E089y-zXEAM26If.jpg							[{'screen_name': 'endercasts', 'name': 'ender', 'id': '3010735950'}]				
1391395365904072704	1391394873996107778	2021-05-09 16:11:20 Romance Daylight Time	2021-05-09	16:11:20	+0200	1076110847947300865	lec	LEC		@Quickshot Trevor...	es	[]	[]	[]	3	3	370	[]	[]	https://twitter.com/LEC/status/1391395365904072704	False		0								[{'screen_name': 'Quickshot', 'name': 'Trevor Henry', 'id': '143006466'}]				
1391088674608197637	1391088344176680961	2021-05-08 19:52:39 Romance Daylight Time	2021-05-08	19:52:39	+0200	1076110847947300865	lec	LEC		@lolesports @MADLions_LoLEN @paiNGamingBR never doubted them	en	[]	[]	[]	7	9	739	[]	[]	https://twitter.com/LEC/status/1391088674608197637	False		0								[{'screen_name': 'lolesports', 'name': 'LoL Esports', 'id': '614754689'}, {'screen_name': 'MADLions_LoLEN', 'name': 'MAD Lions LoL English', 'id': '3400769271'}, {'screen_name': 'paiNGamingBR', 'name': 'paiN Gaming', 'id': '236112959'}]				
1391088351361515521	1391088351361515521	2021-05-08 19:51:22 Romance Daylight Time	2021-05-08	19:51:22	+0200	1076110847947300865	lec	LEC		lol	und	[]	[]	[]	62	86	5211	[]	[]	https://twitter.com/LEC/status/1391088351361515521	False		0								[]				
1391085639488221196	1391085639488221196	2021-05-08 19:40:36 Romance Daylight Time	2021-05-08	19:40:36	+0200	1076110847947300865	lec	LEC		man...	und	[]	[]	[]	33	46	2128	[]	[]	https://twitter.com/LEC/status/1391085639488221196	False	https://twitter.com/LEC/status/1391079899608371206	0								[]				
1391079899608371206	1391079635279097856	2021-05-08 19:17:47 Romance Daylight Time	2021-05-08	19:17:47	+0200	1076110847947300865	lec	LEC		@lolesports thanks for leash	en	[]	[]	[]	7	18	907	[]	[]	https://twitter.com/LEC/status/1391079899608371206	False		0								[{'screen_name': 'lolesports', 'name': 'LoL Esports', 'id': '614754689'}]				
1391071431950209030	1391071431950209030	2021-05-08 18:44:08 Romance Daylight Time	2021-05-08	18:44:08	+0200	1076110847947300865	lec	LEC		nice day to go 3-0  https://t.co/ahECgJ6tfZ	en	[]	[]	['https://pbs.twimg.com/media/E04T6I4XoAMdgOf.jpg']	35	68	4275	[]	[]	https://twitter.com/LEC/status/1391071431950209030	False		1	https://pbs.twimg.com/media/E04T6I4XoAMdgOf.jpg							[]				
1390720254624555011	1390719356594757635	2021-05-07 19:28:41 Romance Daylight Time	2021-05-07	19:28:41	+0200	1076110847947300865	lec	LEC		@ROGUE they are up 2-0, there's no way they throw this	en	[]	[]	[]	10	5	605	[]	[]	https://twitter.com/LEC/status/1390720254624555011	False		0								[{'screen_name': 'ROGUE', 'name': 'Rogue', 'id': '717510974769528832'}]				
1390719356594757635	1390719356594757635	2021-05-07 19:25:07 Romance Daylight Time	2021-05-07	19:25:07	+0200	1076110847947300865	lec	LEC		imagine thinking you can beat a team with this much synergy  https://t.co/CnltkE2x4h	en	[]	[]	['https://pbs.twimg.com/media/E0zTiUFXMAMl0je.jpg']	36	231	7849	[]	[]	https://twitter.com/LEC/status/1390719356594757635	False		1	https://pbs.twimg.com/media/E0zTiUFXMAMl0je.jpg							[]				
1390719052251815938	1390718657320341506	2021-05-07 19:23:55 Romance Daylight Time	2021-05-07	19:23:55	+0200	1076110847947300865	lec	LEC		@lolesports @MADLions_LoLEN never doubted them	en	[]	[]	[]	5	2	537	[]	[]	https://twitter.com/LEC/status/1390719052251815938	False		0								[{'screen_name': 'lolesports', 'name': 'LoL Esports', 'id': '614754689'}, {'screen_name': 'MADLions_LoLEN', 'name': 'MAD Lions LoL English', 'id': '3400769271'}]				
1390718873897476099	1390718873897476099	2021-05-07 19:23:12 Romance Daylight Time	2021-05-07	19:23:12	+0200	1076110847947300865	lec	LEC		gladlions.jpg  https://t.co/wd5qAbeOyo	de	[]	[]	['https://pbs.twimg.com/media/E0zTQIrWEAAQgT5.jpg']	14	153	4282	[]	[]	https://twitter.com/LEC/status/1390718873897476099	False		1	https://pbs.twimg.com/media/E0zTQIrWEAAQgT5.jpg							[]				
1390705463604428800	1390705463604428800	2021-05-07 18:29:55 Romance Daylight Time	2021-05-07	18:29:55	+0200	1076110847947300865	lec	LEC		time to prove that   big cats &gt; small cats  https://t.co/DWQ9wr6Juz	en	[]	[]	['https://pbs.twimg.com/media/E0zFbFcXsAMf6_g.jpg']	17	45	2133	[]	[]	https://twitter.com/LEC/status/1390705463604428800	False		1	https://pbs.twimg.com/media/E0zFbFcXsAMf6_g.jpg							[]				
1390618879764963333	1390618879764963333	2021-05-07 12:45:52 Romance Daylight Time	2021-05-07	12:45:52	+0200	1076110847947300865	lec	LEC		Who do YOU want to see succeed at #MSI2021?  Tell us in the replies and @DagdaCasts and @Caedrel will explain why your team will make it out of groups!	en	[{'screen_name': 'dagdacasts', 'name': 'dagda', 'id': '1722638815'}, {'screen_name': 'caedrel', 'name': 'marc', 'id': '3300282393'}]	[]	[]	72	11	677	['msi2021']	[]	https://twitter.com/LEC/status/1390618879764963333	False		0								[]				
1390381107988901891	1390381107988901891	2021-05-06 21:01:02 Romance Daylight Time	2021-05-06	21:01:02	+0200	1076110847947300865	lec	LEC		Guess that makes @MADLions_LoLEN a top 2 team then?	en	[{'screen_name': 'madlions_lolen', 'name': 'mad lions lol english', 'id': '3400769271'}]	[]	[]	9	20	1949	[]	[]	https://twitter.com/LEC/status/1390381107988901891	False		0								[]				
1390380983149551623	1390366592769445891	2021-05-06 21:00:33 Romance Daylight Time	2021-05-06	21:00:33	+0200	1076110847947300865	lec	LEC		@lolesports @armutlol Bonus: Staring @MacCLol  https://t.co/lJkAdVrEU4	in	[{'screen_name': 'macclol', 'name': 'james maccormack', 'id': '760850325972652032'}]	[]	['https://pbs.twimg.com/media/E0ugF-DWYAAK0LV.jpg']	5	9	867	[]	[]	https://twitter.com/LEC/status/1390380983149551623	False		1	https://pbs.twimg.com/media/E0ugF-DWYAAK0LV.jpg							[{'screen_name': 'lolesports', 'name': 'LoL Esports', 'id': '614754689'}, {'screen_name': 'armutlol', 'name': 'Irfan Tükek', 'id': '880717248880685056'}]				
1390380804375785472	1390380804375785472	2021-05-06 20:59:50 Romance Daylight Time	2021-05-06	20:59:50	+0200	1076110847947300865	lec	LEC		madcitylions.jpg  https://t.co/Xw9ln71LRt	lt	[]	[]	['https://pbs.twimg.com/media/E0ufrSIWUAAJCx_.jpg']	24	131	4011	[]	[]	https://twitter.com/LEC/status/1390380804375785472	False		1	https://pbs.twimg.com/media/E0ufrSIWUAAJCx_.jpg							[]				
1390367350105464832	1390367350105464832	2021-05-06 20:06:22 Romance Daylight Time	2021-05-06	20:06:22	+0200	1076110847947300865	lec	LEC		Last thing you see before getting top gapped	en	[]	[]	[]	11	72	2804	[]	[]	https://twitter.com/LEC/status/1390367350105464832	False	https://twitter.com/lolesports/status/1390366592769445891	0								[]				
1390366908906672132	1390366908906672132	2021-05-06 20:04:37 Romance Daylight Time	2021-05-06	20:04:37	+0200	1076110847947300865	lec	LEC		TIME TO DEFEND OUR MSI TITLE  https://t.co/ZGP2yht3nY	en	[]	[]	['https://pbs.twimg.com/media/E0uTRrTWEAI2_nl.jpg']	45	164	7507	[]	[]	https://twitter.com/LEC/status/1390366908906672132	False		1	https://pbs.twimg.com/media/E0uTRrTWEAI2_nl.jpg							[]				
1390365310394449924	1390365310394449924	2021-05-06 19:58:16 Romance Daylight Time	2021-05-06	19:58:16	+0200	1076110847947300865	lec	LEC		Choose your next prediction very carefully now @Vedius	en	[{'screen_name': 'vedius', 'name': 'andy day', 'id': '2403342992'}]	[]	[]	19	28	1891	[]	[]	https://twitter.com/LEC/status/1390365310394449924	False		0								[]				
1390301348617351176	1390290864786784257	2021-05-06 15:44:06 Romance Daylight Time	2021-05-06	15:44:06	+0200	1076110847947300865	lec	LEC		@Vedius don't predict MAD later	en	[]	[]	[]	4	4	693	[]	[]	https://twitter.com/LEC/status/1390301348617351176	False		0								[{'screen_name': 'Vedius', 'name': 'Andy Day', 'id': '2403342992'}]				
1390290864786784257	1390290864786784257	2021-05-06 15:02:27 Romance Daylight Time	2021-05-06	15:02:27	+0200	1076110847947300865	lec	LEC		congrats DWG KIA  https://t.co/TAyEhW8QpF	en	[]	[]	['https://pbs.twimg.com/media/E0tOAJRWUAY5BE1.jpg']	11	65	4116	[]	[]	https://twitter.com/LEC/status/1390290864786784257	False		1	https://pbs.twimg.com/media/E0tOAJRWUAY5BE1.jpg							[]				
1389999824641089546	1389999824641089546	2021-05-05 19:45:57 Romance Daylight Time	2021-05-05	19:45:57	+0200	1076110847947300865	lec	LEC		The #LEC returns on June 11th!   https://t.co/cVq6aOjkaD  https://t.co/Hw0NMuureC	en	[]	['https://lolesports.com/article/lec-returns-on-june-11th/blt203f6396d250306e']	['https://pbs.twimg.com/media/E0pFY0eWEAMiyYq.jpg']	52	234	3592	['lec']	[]	https://twitter.com/LEC/status/1389999824641089546	False		1	https://pbs.twimg.com/media/E0pFY0eWEAMiyYq.jpg							[]				
1389973162255798283	1389973162255798283	2021-05-05 18:00:00 Romance Daylight Time	2021-05-05	18:00:00	+0200	1076110847947300865	lec	LEC		It's Time to #GOMAD at MSI!  https://t.co/EE8vqTqhCE	en	[]	[]	[]	32	223	2948	['gomad']	[]	https://twitter.com/LEC/status/1389973162255798283	False		1	https://pbs.twimg.com/media/E0ogScBXEAgYs7Z.jpg							[]				
1389883074830286852	1389883074830286852	2021-05-05 12:02:02 Romance Daylight Time	2021-05-05	12:02:02	+0200	1076110847947300865	lec	LEC		How does it feel to not play at MSI, Caed...Bwipo? 😬  @Bwipo joins @DanielDrakos &amp; @Caedrel for a special #EUphoria episode to discuss all things #MSI2021   Plus: Bonus Tier List!  📺  https://t.co/enBBdZVhkE  🔊  https://t.co/WjFlRwsyis  https://t.co/OlLqOGup7A	en	[{'screen_name': 'bwipo', 'name': 'bwipo', 'id': '3092505395'}, {'screen_name': 'danieldrakos', 'name': 'daniel drakos', 'id': '1613995831'}, {'screen_name': 'caedrel', 'name': 'marc', 'id': '3300282393'}]	['http://youtu.be/KDgBVrc2lMM', 'http://soundcloud.com/euphorialol/msi-tier-list-episode']	[]	6	21	785	['euphoria', 'msi2021']	[]	https://twitter.com/LEC/status/1389883074830286852	False		1	https://pbs.twimg.com/media/E0nbSg7WUAYBQ8H.jpg							[]				
